genus	species	scientific_name_new	accession	genome	phenotype	antibiotic	measurement_value	ani	new_genus	recategorized_mic	phenotype_assigned
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR363669	ENA_SAMEA2153491	Susceptible	TET	0.25	0.997	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR363649	ENA_SAMEA2156574	Susceptible	TET	0.19	0.998	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827399	ENA_SAMN07351215	Susceptible	TET	0.25	0.998	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827067	ENA_SAMN07351184	Susceptible	TET	0.12	0.997	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR363657	ENA_SAMEA2156108	Susceptible	TET	0.25	0.997	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR388440	NA	Susceptible	TET	0.125	NA	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827235	ENA_SAMN07351017	Susceptible	TET	0.25	0.998	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827055	ENA_SAMN07351069	Susceptible	TET	0.25	0.997	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827395	ENA_SAMN07351219	Susceptible	TET	0.12	0.998	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR363621	ENA_SAMEA2146829	Susceptible	TET	0.19	0.997	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827089	ENA_SAMN07351305	Susceptible	TET	0.12	0.998	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827279	ENA_SAMN07350973	Susceptible	TET	0.25	0.996	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR2133929	ENA_SAMEA104313234	Susceptible	TET	0.08	0.996	Neisseria	0.06	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827143	ENA_SAMN07351265	Susceptible	TET	0.12	0.998	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR1661219	ENA_SAMN03201565	Susceptible	TET	0.125	0.998	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR388429	NA	Susceptible	TET	0.125	NA	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR2133950	ENA_SAMEA104313255	Susceptible	TET	0.04	0.997	Neisseria	0.06	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827190	ENA_SAMN07351222	Susceptible	TET	0.12	0.997	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827224	ENA_SAMN07351295	Susceptible	TET	0.12	0.998	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR449493	ENA_SAMEA2201901	Susceptible	TET	0.047	0.997	Neisseria	0.06	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827344	ENA_SAMN07351288	Susceptible	TET	0.12	0.996	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR2133922	ENA_SAMEA104313227	Susceptible	TET	0.08	0.997	Neisseria	0.06	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827160	ENA_SAMN07351094	Susceptible	TET	0.25	0.997	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827036	ENA_SAMN07351277	Susceptible	TET	0.06	0.997	Neisseria	0.06	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR2133918	ENA_SAMEA104313223	Susceptible	TET	0.08	0.997	Neisseria	0.06	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR2133895	ENA_SAMEA104313200	Susceptible	TET	0.08	0.997	Neisseria	0.06	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR449496	ENA_SAMEA2201904	Susceptible	TET	0.125	0.996	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR2133953	ENA_SAMEA104313258	Susceptible	TET	0.04	0.997	Neisseria	0.06	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR352708	NA	Susceptible	TET	0.094	NA	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR449494	ENA_SAMEA2201902	Susceptible	TET	0.19	0.998	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR363661	ENA_SAMEA2144341	Susceptible	TET	0.19	0.997	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827294	ENA_SAMN07351208	Susceptible	TET	0.12	0.998	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827339	ENA_SAMN07351166	Susceptible	TET	0.12	0.997	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR2133946	ENA_SAMEA104313251	Susceptible	TET	0.04	0.996	Neisseria	0.06	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827166	ENA_SAMN07351100	Susceptible	TET	0.12	0.997	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827049	ENA_SAMN07350954	Susceptible	TET	0.12	0.998	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR1661263	ENA_SAMN03201609	Susceptible	TET	0.25	0.998	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR2133917	ENA_SAMEA104313222	Susceptible	TET	0.08	0.997	Neisseria	0.06	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827208	ENA_SAMN07351133	Susceptible	TET	0.25	0.997	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827360	ENA_SAMN07351073	Susceptible	TET	0.12	0.998	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827215	ENA_SAMN07351155	Susceptible	TET	0.25	0.998	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR449461	ENA_SAMEA2201869	Susceptible	TET	0.125	0.997	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827237	ENA_SAMN07351015	Susceptible	TET	0.25	0.997	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR1143670	ENA_SAMEA3672247	Susceptible	TET	0.25	0.997	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827151	ENA_SAMN07350962	Susceptible	TET	0.25	0.998	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR388454	NA	Susceptible	TET	0.25	NA	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR2133951	ENA_SAMEA104313256	Susceptible	TET	0.04	0.997	Neisseria	0.06	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR1661240	ENA_SAMN03201586	Susceptible	TET	0.25	0.997	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR2133901	ENA_SAMEA104313206	Susceptible	TET	0.08	0.997	Neisseria	0.06	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827293	ENA_SAMN07351082	Susceptible	TET	0.12	0.998	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827348	ENA_SAMN07351284	Susceptible	TET	0.25	0.998	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827159	ENA_SAMN07351093	Susceptible	TET	0.25	0.996	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827387	ENA_SAMN07351112	Susceptible	TET	0.12	0.997	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827103	ENA_SAMN07351311	Susceptible	TET	0.12	0.997	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827150	ENA_SAMN07350963	Susceptible	TET	0.06	0.997	Neisseria	0.06	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827164	ENA_SAMN07351098	Susceptible	TET	0.12	0.997	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR2133928	ENA_SAMEA104313233	Susceptible	TET	0.08	0.997	Neisseria	0.06	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR363650	ENA_SAMEA2159272	Susceptible	TET	0.125	0.997	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR223668	ENA_SAMEA1690489	Susceptible	TET	0.25	0.997	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR350031	NA	Susceptible	TET	0.25	NA	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR1661287	ENA_SAMN03201633	Susceptible	TET	0.25	0.997	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827366	ENA_SAMN07351335	Susceptible	TET	0.25	0.998	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR1661324	ENA_SAMN03201670	Susceptible	TET	0.25	0.997	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827368	ENA_SAMN07351333	Susceptible	TET	0.12	0.997	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR2133921	ENA_SAMEA104313226	Susceptible	TET	0.08	0.997	Neisseria	0.06	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR363610	ENA_SAMEA2146663	Susceptible	TET	0.25	0.997	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827045	ENA_SAMN07350958	Susceptible	TET	0.12	0.998	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR449521	ENA_SAMEA2201929	Susceptible	TET	0.19	0.997	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR2133943	ENA_SAMEA104313248	Susceptible	TET	0.04	0.997	Neisseria	0.06	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827066	ENA_SAMN07351070	Susceptible	TET	0.25	0.997	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR449512	ENA_SAMEA2201920	Susceptible	TET	0.125	0.997	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827138	ENA_SAMN07351270	Susceptible	TET	0.12	0.998	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR969392	BVBRC_1351814.3	Susceptible	TET	0.125	0.997	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827040	ENA_SAMN07351281	Susceptible	TET	0.25	0.998	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR2133942	ENA_SAMEA104313247	Susceptible	TET	0.04	0.997	Neisseria	0.06	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR363633	ENA_SAMEA2153805	Susceptible	TET	0.25	0.997	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827117	ENA_SAMN07351007	Susceptible	TET	0.12	0.997	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827068	ENA_SAMN07351185	Susceptible	TET	0.12	0.998	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR2133907	ENA_SAMEA104313212	Susceptible	TET	0.08	0.997	Neisseria	0.06	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827371	ENA_SAMN07351336	Susceptible	TET	0.25	0.997	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR2133956	ENA_SAMEA104313261	Susceptible	TET	0.04	0.997	Neisseria	0.06	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR1661237	ENA_SAMN03201583	Susceptible	TET	0.25	0.998	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827178	ENA_SAMN07351190	Susceptible	TET	0.12	0.997	Neisseria	0.12	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827275	ENA_SAMN07350981	Susceptible	TET	0.25	0.998	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR2133937	ENA_SAMEA104313242	Susceptible	TET	0.04	0.997	Neisseria	0.06	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827018	ENA_SAMN07350997	Susceptible	TET	0.25	0.997	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR2133927	ENA_SAMEA104313232	Susceptible	TET	0.08	0.997	Neisseria	0.06	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR1448254	ENA_SAMEA3905804	Susceptible	TET	0.25	0.997	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR2133926	ENA_SAMEA104313231	Susceptible	TET	0.08	0.997	Neisseria	0.06	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827232	ENA_SAMN07351018	Susceptible	TET	0.25	0.997	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR2133936	ENA_SAMEA104313241	Susceptible	TET	0.04	0.996	Neisseria	0.06	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827353	ENA_SAMN07351078	Susceptible	TET	0.06	0.997	Neisseria	0.06	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR350027	NA	Susceptible	TET	0.016	NA	Neisseria	0.06	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR1661232	ENA_SAMN03201578	Susceptible	TET	0.25	0.998	Neisseria	0.25	Susceptible
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR349910	ENA_SAMEA2074545	Resistant	TET	4	0.998	Neisseria	4	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827077	ENA_SAMN07351322	Resistant	TET	2	0.997	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR350023	NA	Resistant	TET	2	NA	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR191730	ENA_SAMEA1690394	Resistant	TET	4	0.997	Neisseria	4	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR223658	ENA_SAMEA1690511	Resistant	TET	2	0.997	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827083	ENA_SAMN07351328	Resistant	TET	2	0.997	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR388356	ENA_SAMEA2076677	Resistant	TET	16	0.997	Neisseria	16	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR223693	ENA_SAMEA1690426	Resistant	TET	2	0.997	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR349994	ENA_SAMEA2076722	Resistant	TET	3	0.997	Neisseria	4	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR223660	ENA_SAMEA1690500	Resistant	TET	16	0.997	Neisseria	16	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR363588	ENA_SAMEA2152926	Resistant	TET	24	0.997	Neisseria	32	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR349973	ENA_SAMEA2074762	Resistant	TET	2	0.997	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR388412	NA	Resistant	TET	24	NA	Neisseria	32	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR388308	ENA_SAMEA2076406	Resistant	TET	16	0.997	Neisseria	16	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR191809	ENA_SAMEA1690445	Resistant	TET	4	0.997	Neisseria	4	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827383	ENA_SAMN07351120	Resistant	TET	32	0.997	Neisseria	32	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR191797	ENA_SAMEA1690406	Resistant	TET	32	0.997	Neisseria	32	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR352686	NA	Resistant	TET	16	NA	Neisseria	16	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR222937	ENA_SAMEA1677444	Resistant	TET	4	0.997	Neisseria	4	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR223625	ENA_SAMEA1690378	Resistant	TET	2	0.997	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR222915	ENA_SAMEA1677297	Resistant	TET	16	0.997	Neisseria	16	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR349998	ENA_SAMEA2080305	Resistant	TET	2	0.998	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR222895	ENA_SAMEA1677456	Resistant	TET	4	0.997	Neisseria	4	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR191741	ENA_SAMEA1690458	Resistant	TET	2	0.997	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR222935	ENA_SAMEA1677300	Resistant	TET	2	0.997	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR349964	ENA_SAMEA2074761	Resistant	TET	48	0.997	Neisseria	64	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR222938	ENA_SAMEA1677345	Resistant	TET	4	0.997	Neisseria	4	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR223640	ENA_SAMEA1690452	Resistant	TET	2	0.997	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR222940	ENA_SAMEA1677419	Resistant	TET	4	0.997	Neisseria	4	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR191734	ENA_SAMEA1690501	Resistant	TET	4	0.997	Neisseria	4	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR223664	ENA_SAMEA1690368	Resistant	TET	4	0.997	Neisseria	4	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR349985	NA	Resistant	TET	128	NA	Neisseria	64	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR223607	ENA_SAMEA1690416	Resistant	TET	2	0.997	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR959017	ENA_SAMN02338408	Resistant	TET	4	0.997	Neisseria	4	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR976915	ENA_SAMEA3497573	Resistant	TET	12	0.997	Neisseria	16	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR191789	ENA_SAMEA1690456	Resistant	TET	2	0.997	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR223695	ENA_SAMEA1690494	Resistant	TET	4	0.997	Neisseria	4	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827236	ENA_SAMN07351014	Resistant	TET	16	0.997	Neisseria	16	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR363666	ENA_SAMEA2142361	Resistant	TET	16	0.997	Neisseria	16	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827124	ENA_SAMN07351004	Resistant	TET	2	0.997	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827169	ENA_SAMN07351192	Resistant	TET	2	0.997	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR223627	ENA_SAMEA1690392	Resistant	TET	2	0.997	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR1661191	ENA_SAMN03201537	Resistant	TET	4	0.997	Neisseria	4	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR388314	NA	Resistant	TET	2	NA	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR223692	ENA_SAMEA1690314	Resistant	TET	64	0.997	Neisseria	64	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR1661210	ENA_SAMN03201556	Resistant	TET	4	0.997	Neisseria	4	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR352801	ENA_SAMEA2077277	Resistant	TET	32	0.997	Neisseria	32	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR1661279	ENA_SAMN03201625	Resistant	TET	4	0.997	Neisseria	4	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR363612	ENA_SAMEA2160981	Resistant	TET	16	0.997	Neisseria	16	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827163	ENA_SAMN07351097	Resistant	TET	16	0.997	Neisseria	16	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR2133984	ENA_SAMEA104313289	Resistant	TET	4	0.996	Neisseria	4	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR1447948	BVBRC_485.3331	Resistant	TET	2	0.997	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR349897	ENA_SAMEA2072159	Resistant	TET	2	0.997	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR976961	ENA_SAMEA3497619	Resistant	TET	8	0.997	Neisseria	8	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR1661259	ENA_SAMN03201605	Resistant	TET	4	0.997	Neisseria	4	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR388385	ENA_SAMEA2080393	Resistant	TET	48	0.997	Neisseria	64	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR191763	ENA_SAMEA1690317	Resistant	TET	2	0.997	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR352724	ENA_SAMEA2080400	Resistant	TET	32	0.997	Neisseria	32	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR223689	ENA_SAMEA1690381	Resistant	TET	2	0.997	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR191790	ENA_SAMEA1690436	Resistant	TET	2	0.997	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR223666	ENA_SAMEA1690369	Resistant	TET	2	0.997	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR191783	ENA_SAMEA1690476	Resistant	TET	4	0.997	Neisseria	4	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR223611	ENA_SAMEA1690480	Resistant	TET	2	0.997	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR388323	NA	Resistant	TET	2	NA	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR223683	ENA_SAMEA1690346	Resistant	TET	4	0.997	Neisseria	4	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR350057	ENA_SAMEA2077002	Resistant	TET	2	0.997	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR223621	ENA_SAMEA1690344	Resistant	TET	32	0.997	Neisseria	32	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR350043	ENA_SAMEA2080320	Resistant	TET	256	0.997	Neisseria	64	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827088	ENA_SAMN07351220	Resistant	TET	2	0.997	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR363664	ENA_SAMEA2162172	Resistant	TET	8	0.997	Neisseria	8	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR388362	ENA_SAMEA2076679	Resistant	TET	48	0.997	Neisseria	64	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827094	ENA_SAMN07351102	Resistant	TET	2	0.997	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR2133963	ENA_SAMEA104313268	Resistant	TET	4	0.997	Neisseria	4	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR388375	ENA_SAMEA2077008	Resistant	TET	2	0.998	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR349988	NA	Resistant	TET	3	NA	Neisseria	4	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR223616	ENA_SAMEA1690342	Resistant	TET	4	0.997	Neisseria	4	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR223665	ENA_SAMEA1690457	Resistant	TET	2	0.997	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR5827201	ENA_SAMN07351312	Resistant	TET	32	0.997	Neisseria	32	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR363628	ENA_SAMEA2142734	Resistant	TET	12	0.997	Neisseria	16	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR388448	ENA_SAMEA2080471	Resistant	TET	4	0.997	Neisseria	4	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR388377	NA	Resistant	TET	32	NA	Neisseria	32	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR350011	ENA_SAMEA1965886	Resistant	TET	2	0.997	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR363600	ENA_SAMEA2157220	Resistant	TET	8	0.997	Neisseria	8	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	SRR1661284	ENA_SAMN03201630	Resistant	TET	2	0.997	Neisseria	2	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR350055	NA	Resistant	TET	24	NA	Neisseria	32	Resistant
Neisseria	gonorrhoeae	Neisseria gonorrhoeae	ERR349906	ENA_SAMEA2072309	Resistant	TET	2	0.997	Neisseria	2	Resistant
